"","no.","block","accuracy","image","Valence.ratings","arousal.ratings","verifications","description","Order","SentimentScore"
"2698",401,"Animal4",0.0555892735719681,"Shark.4","Moderately Negative","Neither low nor High","Lie","A dolphin","31",0
"2699",402,"Animal4",0.0919803753495216,"Shark.4","Neutral","Somewhat High","Lie","A big fish with pointy teeth that looks ever so friendly","31",0.0547960369734876
"2700",403,"Animal4",0.0805048868060112,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","A shark","5",0
"2701",404,"Animal4",0.0872113481163979,"Shark.4","Neutral","Neither low nor High","Tell the truth ","Large shark","35",0.0723569610076377
"2702",405,"Animal4",0.0491421185433865,"Shark.4","Moderately Negative","Moderately High","Lie","Lonely Ian of Ipswich, seeks similar for swimming, diving, biting and possibly more...","19",0.0200531168869923
"2703",406,"Animal4",0.072408065199852,"Shark.4","Very Negative","Very High","Tell the truth ","sharks","20",0
"2704",407,"Animal4",0.0381965152919292,"Shark.4","Somewhat Negative","Moderately High","Lie","This is a picture of kippers on a plate. There is a knife and fork next to the plate.","16",0
"2705",408,"Animal4",0.0621429197490215,"Shark.4","Somewhat Negative","Moderately High","Tell the truth ","Jaws","23",0
"2706",409,"Animal4",0.0982339605689049,"Shark.4","Neutral","Neither low nor High","Tell the truth ","This is a picture of a large shark in the water
","28",0.0615840793750356
"2707",410,"Animal4",0.104220874607563,"Shark.4","Somewhat Positive","Somewhat High","Tell the truth ","Underbelly of a shark","24",0
"2708",411,"Animal4",0.0720904618501663,"Shark.4","Moderately Positive","Moderately Low","Tell the truth ","There is a shark in a tank possibly. ","5",0
"2709",412,"Animal4",0.0413666367530823,"Shark.4","Moderately Negative","Somewhat High","Lie","This is a massive whale beached on land","5",0
"2710",413,"Animal4",0.120292022824287,"Shark.4","Somewhat Negative","Somewhat High","Tell the truth ","shark with mouth open swimming in water","10",0
"2711",414,"Animal4",0.0877636075019836,"Shark.4","Very Negative","Very High","Tell the truth ","a huge shark ","26",0.0792079207920792
"2712",415,"Animal4",0.12854315340519,"Shark.4","Very Negative","Moderately High","Tell the truth ","This is a picture of a shark. It shows the shark from below in the water. It has a white stomach and grey on top. You can see its teeth and its fins. ","20",0.0434083601286174
"2713",416,"Animal4",0.149292662739754,"Shark.4","Very Negative","Very High","Tell the truth ","A shark withits mouth open and exposing its teeth swims below the water, another shark above it. The water is dark, but there is white foam on the surface above the shark.","26",-0.00795120098142942
"2714",417,"Animal4",0.025161711499095,"Shark.4","Moderately Negative","Somewhat High","Lie","A group of people are sat around a large table of food. Three girls are sat on left side, and two boys are on the right side. All the food is on blue plates, and at the front of the table is a large cake.","24",0.0313821209083381
"2715",418,"Animal4",0.0262610893696547,"Shark.4","Very Negative","Moderately High","Lie","A giant squid is washed up on a beach. It is a red-orange colour with white patches and its tentacles are spread out wide exposing its beak in the centre. Two people are standing next to it (only their legs are visible), one is wearing sandals and black pants and the other is wearing white trainers and pink pants. The squid appears to be a lot larger than them.","16",-0.0148240023609926
"2716",419,"Animal4",0.0904137939214706,"Shark.4","Somewhat Positive","Neither low nor High","Tell the truth ","a big shark in dark blue waters, another fish type swims above","6",-0.00591975443981583
"2717",420,"Animal4",0.0834338441491127,"Shark.4","Neutral","Very Low","Tell the truth ","There is a large-looking shark in the water","17",0
"2718",421,"Animal4",0.0606829524040222,"Shark.4","Somewhat Negative","Somewhat High","Lie","there is a school of fish (tuna or salmon?) in bright blue water. the photo is taken from underneath them so you can see the surface and the sun above them in the background","19",0.0545764638999432
"2719",422,"Animal4",0.101276457309723,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","There is the view of a shark as if you were underneath it. It is white and grey. Its mouth is open and you can see many sharp teeth. It is swimming in some dark water. ","26",0.00647508158088897
"2720",423,"Animal4",0.0532938428223133,"Shark.4","Moderately Negative","Neither low nor High","Lie","tank of clown fish swimming together","11",0
"2721",424,"Animal4",0.114987954497337,"Shark.4","Somewhat Positive","Somewhat Low","Tell the truth ","This is a picture of under a shark in a dark sea with its mouth open showing its teeth","29",-0.0207350521119035
"2722",425,"Animal4",0.0824654921889305,"Shark.4","Very Negative","Very High","Tell the truth ","The picture shows a shark in the dark ocean.","20",-0.0340425531914894
"2723",426,"Animal4",0.0501354821026325,"Shark.4","Neutral","Somewhat High","Lie","A tiny fish is swimming away from the camera ","7",0
"2724",427,"Animal4",0.0609015338122845,"Shark.4","Neutral","Moderately High","Lie","Dolphins are jumping out of the water. ","31",0
"2725",428,"Animal4",0.0303037408739328,"Shark.4","Neutral","Somewhat Low","Lie","Edward Cullen being a sparkly boi","12",0
"2726",429,"Animal4",0.0299637261778116,"Shark.4","Neutral","Neither low nor High","Lie","There is a horse that is brown with white spots. It is stood upright on a open green field, with a pale blue sky with 1 cloud in the shape of a heart. ","14",-0.0237188332435564
"2727",430,"Animal4",0.116812996566296,"Shark.4","Very Negative","Moderately High","Tell the truth ","A ferocious shark is visible under-water. Its teeth are sharp and its body is covered with the reflection of water.","3",-0.017124721247593
"2728",431,"Animal4",0.121331594884396,"Shark.4","Somewhat Negative","Neither low nor High","Tell the truth ","The underneath of a shark in the ocean ","5",0
"2729",432,"Animal4",0.146277010440826,"Shark.4","Moderately Negative","Neither low nor High","Tell the truth ","A view of a shark, taken from below. Its teeth can be seen and there appears to be another shark swimming above it. However, you cannot see much as the water is very dark. ","7",0.000409360715016716
"2730",433,"Animal4",0.0590964704751968,"Shark.4","Very Negative","Very High","Lie","I can see a fish. It has really big eyes and black and white stripes across its body.","32",-0.0131319763624425
"2731",434,"Animal4",0.139626994729042,"Shark.4","Moderately Negative","Somewhat Low","Tell the truth ","A long ,grey and white shark swims in dark water, slightly baring its teeth","11",-0.0219541487603141
"2732",435,"Animal4",0.128532037138939,"Shark.4","Somewhat Negative","Moderately High","Tell the truth ","The image is from the perspective of underneath a shark with many teeth. The background of the water is mostly black/ dark coloured and you can see bubbles on the top of the water. ","14",0.0918764178459544
"2733",436,"Animal4",0.121919989585876,"Shark.4","Moderately Negative","Very High","Tell the truth ","Picture from under a shark with its mouth open and one reflective eye. The water is very dark and there is a fin of another shark/fish at the very top of the picture.","17",0.0401049317943337
"2734",437,"Animal4",0.10373030602932,"Shark.4","Moderately Negative","Somewhat High","Lie","Image of an aquarium. Multiple fish and small sharks can be seen to cohabit the water, with a diver seen towards the bottom right of the image cleaning the glass from the inside, while passers by watch. ","21",0.00334939803874137
"2735",438,"Animal4",0.135717108845711,"Shark.4","Moderately Negative","Moderately High","Tell the truth ","The image shows sharp teeth of a shark under water. The shark is rather large in size and is swimming in the water.","1",0.0126283886176124
"2736",439,"Animal4",0.0318293794989586,"Shark.4","Somewhat Negative","Somewhat High","Lie","A picture of a rock band playing at a concert looking and very metal based on what they are wearing.","14",0.0441956652002981
"2737",440,"Animal4",0.0493797659873962,"Shark.4","Somewhat Negative","Somewhat High","Lie","There are many little fishes swimming in a bright blue ocean, most of them are yellow and orange and have big heads for their body","30",0.0437752491536958
"2738",441,"Animal4",0.0570389777421951,"Shark.4","Very Negative","Moderately High","Lie","There are a lot of dolphins in a swimming pool.","28",0
"2739",442,"Animal4",0.153623849153519,"Shark.4","Somewhat Negative","Neither low nor High","Tell the truth ","An intimidating shark swims in close to the surface at night. The camera is position below the shark, showing the predator's set of jagged teeth and their underbelly. One of the shark's eyes can be seen, and as it is night-time, it is glowing from the camera's flash.","17",0
"2740",443,"Animal4",0.118286997079849,"Shark.4","Somewhat Positive","Neither low nor High","Tell the truth ","There is a picture of a shark taken from the bottom up. You can see the water behind him.","3",-0.0827975042466577
"2741",444,"Animal4",0.138854518532753,"Shark.4","Very Negative","Very High","Tell the truth ","The image is of a huge white and grey shark. You can see its many teeth and its fins. It is swimming with another fish. ","34",0.0544259862486724
"2742",445,"Animal4",0.0222450718283653,"Shark.4","Somewhat Negative","Very Low","Lie","There's a cat playing with a ball made of elastic rubber bands. Its playing on lush green grass outside. ","15",-0.00748958491659458
"2743",446,"Animal4",0.031107584014535,"Shark.4","Moderately Negative","Moderately High","Lie","The image shows a penguin in a zoo. The penguin is black and white. It is standing on a rock, above a pond. There are no other penguins. ","29",-0.00921804090586127
"2744",447,"Animal4",0.0259778574109077,"Shark.4","Somewhat Negative","Somewhat High","Lie","There is a tiny goldfish in half-filled fishbowl. It is in orange. There are some pebbles and plants at the bottom of the fishbowl.","0",0
"2745",448,"Animal4",0.0547474883496761,"Shark.4","Somewhat Negative","Somewhat Low","Lie","a dolphin","26",0
"2746",449,"Animal4",0.137781545519829,"Shark.4","Somewhat Negative","Somewhat High","Tell the truth ","A picture of a shark from underneath where you can see its gills and teeth.","4",0
"2747",450,"Animal4",0.0454486235976219,"Shark.4","Somewhat Negative","Somewhat High","Lie","Its a clown fish swimming in between a bright purple sea anenome, surrounded by other coloured corals and fish. ","14",0.0730404836163827
"2748",451,"Animal4",0.0325364507734776,"Shark.4","Neutral","Somewhat Low","Lie","People are fishing on the boat. But given that the basket is empty, I think I didn't catch a single one.","7",-0.0257895051041729
"2749",452,"Animal4",0.109664410352707,"Shark.4","Very Negative","Very Low","Tell the truth ","the bottom of a shark in water can be seen","32",0
"2750",453,"Animal4",0.0485781915485859,"Shark.4","Moderately Negative","Moderately Low","Lie","An octopus swimming through the ocean","7",0
"2751",454,"Animal4",0.132681593298912,"Shark.4","Moderately Negative","Moderately High","Tell the truth ","This shows a tiger shark in the ocean with its mouth open. A second shark is in the background.","4",0
"2752",455,"Animal4",0.0699155703186989,"Shark.4","Neutral","Neither low nor High","Lie","A goldfish enjoys a splash at the aquarium.","16",0
"2753",456,"Animal4",0.0265896990895271,"Shark.4","Somewhat Negative","Moderately Low","Lie","There is a puppy sat on its bed in a cage. It is sat next to two toys, a zebra and a chicken which is ripped. ","1",-0.0777733770208476
"2754",457,"Animal4",0.143731668591499,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","A shark in the dark, has multiple sets of razor sharp teeth. This image shows the underbelly of the shark and the waters surface has foam.","20",-0.0216352171269862
"2755",458,"Animal4",0.0512225553393364,"Shark.4","Very Negative","Moderately High","Lie","What I actually look like when the lights of the club go on and I’m smashed ","4",0
"2756",459,"Animal4",0.143150180578232,"Shark.4","Moderately Negative","Very Low","Tell the truth ","great white shark underneath a sea","18",0.0792340706503797
"2757",460,"Animal4",0.0770206972956657,"Shark.4","Moderately Negative","Moderately High","Lie","Here is a man swimming in the sea. He is wearing shorts and surrounded by colourful fish. The sea is bright blue and the waves and crashing against a large rock.","30",0.0541343265649405
"2758",461,"Animal4",0.102574400603771,"Shark.4","Moderately Negative","Neither low nor High","Tell the truth ","Shark in the sea","28",0
"2759",462,"Animal4",0.115561567246914,"Shark.4","Somewhat Negative","Neither low nor High","Tell the truth ","the underside of a shark ","27",0
"2760",463,"Animal4",0.037331897765398,"Shark.4","Moderately Negative","Somewhat High","Lie","A fluffy dog that looks approachable and safe surrounded by all it's friends. It looks hungry and ready to eat.","3",0.0302600927015538
"2761",464,"Animal4",0.132250532507896,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","The picture shows a large shark in the depths of the ocean. Except the shark, the rest of the image is dark and we can only see another shark in the background. The underbelly of the shark is white and we can see all of its sharp teeth which makes it look very threatening","4",0.00532819263101345
"2762",465,"Animal4",0.0462972521781921,"Shark.4","Moderately Negative","Moderately Low","Lie","There is a large cruise ship in the ocean and a blurred shape of a blue whale few meters away from the right edge of the ship. It shows how giant the whale's size compared to the ship. Passengers are taking pictures of the water and the whale under it. ","1",0.0132142420163954
"2763",466,"Animal4",0.0922088250517845,"Shark.4","Somewhat Positive","Somewhat High","Tell the truth ","There is a shark swimming just below the surface of the water.","27",0
"2764",467,"Animal4",0.08814637362957,"Shark.4","Moderately Negative","Somewhat Low","Tell the truth ","There's a big shark its smiling, and the water is dark","0",-0.0325693606755127
"2765",468,"Animal4",0.124067455530167,"Shark.4","Neutral","Moderately High","Tell the truth ","The picture shows the underbelly of a shark, and its open mouth. Sharp teeth are visible.","15",-0.0208534236025448
"2766",469,"Animal4",0.021009074524045,"Shark.4","Very Negative","Very High","Lie","There is a cow stood in a field. The cow is black and white. There appear to be other cows in the distance. ","14",-0.0232140107319269
"2767",470,"Animal4",0.0999536439776421,"Shark.4","Very Negative","Moderately High","Tell the truth ","It is a big shark,swimming in the sea at night through dark water,the view of the shark is underneath, it has its sharp teeth out as if it is looking for things to eat.","0",-0.0155121181427988
"2768",471,"Animal4",0.108472138643265,"Shark.4","Moderately Negative","Moderately Low","Tell the truth ","There is a white shark with its teeth showing. it looks like it is swimming.","3",0
"2769",472,"Animal4",0.0613094381988049,"Shark.4","Neutral","Neither low nor High","Lie","The image shows a large whale in the dark depths of the sea ","14",0.0116195667766461
"2770",473,"Animal4",0.0818293839693069,"Shark.4","Moderately Negative","Moderately High","Tell the truth ","I see a Great White Shark underneath what appears to be a plain of ice.","18",0.0479041916167665
"2771",474,"Animal4",0.0760802701115608,"Shark.4","Moderately Negative","Neither low nor High","Lie","dolphins swimming through a clear blue sea on a summers day. there are 3 dolphins in the photo, one is jumping in and out. There is a white massive yaught in the background. ","30",0.00759232813319113
"2772",475,"Animal4",0.102806307375431,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","A picture of the underside of a shark ","10",0
"2773",476,"Animal4",0.13008813560009,"Shark.4","Very Negative","Very High","Tell the truth ","there is a dark picture of the underside of a great white shark which bears its teeth. the shark seems to be swimming in a tank, as the flash of the image illuminates the shark teeth.","22",0.0577882317839307
"2774",477,"Animal4",0.0883548259735107,"Shark.4","Somewhat Negative","Somewhat High","Tell the truth ","There is a shark. It is taken from underneath the shark, the shark is a great white and the water around it is dark. There are lots of teeth in the sharks mouth","12",0.056520412909566
"2775",478,"Animal4",0.0443277731537819,"Shark.4","Neutral","Very Low","Lie","A paparazzi photo of ed sheeren committing a hate crime against a gay teenager ","29",-0.0397337918212555
"2776",479,"Animal4",0.131875574588776,"Shark.4","Somewhat Negative","Somewhat High","Tell the truth ","The image shows a shark from their belly side presumably inside of a tank. It is quite a large shark with countless razor sharp teeth. The shark also has 6 fins. The underbelly is predominantly white however there is also marks of red along the central parts.","16",0.00388974554095175
"2777",480,"Animal4",0.0921973809599876,"Shark.4","Somewhat Negative","Moderately High","Tell the truth ","there is an image of the underneath of a shark. You can see the sharks teeth and the fins- there are one either side. The shark is in the water but it is very dark","20",-0.0671737818693795
"2778",481,"Animal4",0.104158945381641,"Shark.4","Somewhat Negative","Somewhat High","Tell the truth ","There is a shark in a pool of water. It appears to be a great white shark with big teeth. It looks like there is a smaller fish to the left of the shark.","22",0.053587804521471
"2779",482,"Animal4",0.121722593903542,"Shark.4","Neutral","Moderately Low","Tell the truth ","There is a shark with its mouth open, swimming in some water. The photo is taken from underneath the shark and there is a smaller shark in the background. ","27",0
"2780",483,"Animal4",0.0626090615987778,"Shark.4","Neutral","Neither low nor High","Lie","There is a dolphin in the water. The dolphin is facing the camera. There are other sea creatures in the background.","21",-0.0365283036371754
"2781",484,"Animal4",0.101943001151085,"Shark.4","Moderately Negative","Somewhat High","Tell the truth ","There is a grey and white shark with multiple sharp teeth. It is in dark coloured waters and there is another shark or fish above it","27",-0.0178792602608102
"2782",485,"Animal4",0.158944085240364,"Shark.4","Somewhat Positive","Neither low nor High","Tell the truth ","a shark swimming in water viewed from slightly below. looks like a great white shark, has its mouth slightly open to show many teeth. looks to be another fish above it.","1",0.0491083403519368
"2783",486,"Animal4",0.0879245474934578,"Shark.4","Very Negative","Very High","Tell the truth ","A shark is swimming. We are under it, we can see its stomach and large teeth. There is another animal in the background close to the surface.","35",0.0426823484776629
"2784",487,"Animal4",0.118725590407848,"Shark.4","Neutral","Neither low nor High","Tell the truth ","There is a large grey shark swimming. Its white belly can be seen and its rows of teeth. above the shark, another sharks tail fin can be seen. The water its swimming in is a very dark blue, almost black","30",-0.00832847733393619
"2785",401,"Scene3",0.0950528010725975,"Explosion.1","Neutral","Neither low nor High","Tell the truth ","A jet fighter infront of an explosion","32",0
"2786",402,"Scene3",0.0936988741159439,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","A plane in front of an explosion","28",0
"2787",403,"Scene3",0.0891231894493103,"Explosion.1","Very Negative","Moderately High","Tell the truth ","A jet in front of a fire background","35",0
"2788",404,"Scene3",0.0349064953625202,"Explosion.1","Very Positive","Neither low nor High","Lie","A tank and soldier ","26",0
"2789",405,"Scene3",0.04602986946702,"Explosion.1","Somewhat Positive","Moderately High","Tell the truth ","The beauty of flight backed by the dark purpose","10",-0.0225597564978664
"2790",406,"Scene3",0.084603026509285,"Explosion.1","Moderately Negative","Moderately High","Tell the truth ","an explosion behind a fighter jet","28",-0.101694915254237
"2791",407,"Scene3",0.0364135168492794,"Explosion.1","Somewhat Negative","Somewhat High","Lie","This is a picture of a man on a bicycle cycling by a canal in Holland. There are tulips in the field next to him.","4",0
"2792",408,"Scene3",0.0237737130373716,"Explosion.1","Somewhat Negative","Somewhat High","Lie","The supermarket","30",0
"2793",409,"Scene3",0.0625428631901741,"Explosion.1","Moderately Negative","Neither low nor High","Lie","This is a picture of a boat on fire. There is no crew on board ","8",0
"2794",410,"Scene3",0.121490903198719,"Explosion.1","Somewhat Positive","Somewhat High","Tell the truth ","Jet fighter with an explosion of fire in the background. ","1",0
"2795",411,"Scene3",0.038060836493969,"Explosion.1","Moderately Negative","Moderately High","Lie","There are some people jumping up and down at a football match. It looks quite crowded. ","20",-0.0303358613217768
"2796",412,"Scene3",0.0512883216142654,"Explosion.1","Somewhat Negative","Somewhat High","Lie","A plane flying over a crystal clear blue lake","14",0.0376175548589342
"2797",413,"Scene3",0.0500243157148361,"Explosion.1","Very Negative","Very High","Lie","blue sky with the sun shining down over a field of sun flowers.","29",-0.0482758620689655
"2798",414,"Scene3",0.0347461216151714,"Explosion.1","Very Negative","Very High","Lie","a train going throught the countryside ","15",0
"2799",415,"Scene3",0.113505281507969,"Explosion.1","Neutral","Somewhat High","Tell the truth ","This is a picture of a plane with fire behind it. It looks like an explosion behind it. The plane has black wheels and a is grey.","33",-0.0735530546623794
"2800",416,"Scene3",0.0652593374252319,"Explosion.1","Moderately Negative","Moderately High","Tell the truth ","A place drives away from an explosion, with fireballs of orange and yellow rising into the cloudy sky.the an i small, but it has four wings .","24",-0.0331300040892892
"2801",417,"Scene3",0.138710603117943,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","A jet is moving towards the camera, away from a massive fiery explosion behind it. It is moving on a runway, with grass behind it. The explosion is orange with clouds of ash.","15",-0.0585799590288977
"2802",418,"Scene3",0.0535429604351521,"Explosion.1","Somewhat Negative","Very Low","Lie","An erupting volcano.","27",0
"2803",419,"Scene3",0.0851906388998032,"Explosion.1","Moderately Negative","Moderately High","Tell the truth ","a small plane surrounded by fire ","9",-0.0394650295987722
"2804",420,"Scene3",0.0298029538244009,"Explosion.1","Very Negative","Very High","Lie","There is a bus full of happy, excited schoolchildren","8",0.0932721712538226
"2805",421,"Scene3",0.124836631119251,"Explosion.1","Somewhat Positive","Somewhat High","Tell the truth ","there is a plane on a runway and an explosion in the background. the plane is futuristic so i would guess that this is a scene from a film. the bright orange fire give the plane a blue hue. it is stood on grass behind the paved runway","3",0.0233899130999756
"2806",422,"Scene3",0.0866081714630127,"Explosion.1","Very Negative","Somewhat High","Tell the truth ","There is a small silver plane on a runway. Behind it is what appears to be a fire or an explosion. The flames are big and orange. The plane has not yet taken off and its wheels are still on the runway.","14",-0.0481006060294609
"2807",423,"Scene3",0.103945657610893,"Explosion.1","Somewhat Positive","Moderately High","Tell the truth ","giant explosion of fire in the background, with a single plane ","12",-0.00701374055536073
"2808",424,"Scene3",0.10766089707613,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","This is a photo of a fighter plane on the ground and a big explosion that takes up all of the background","34",0
"2809",425,"Scene3",0.0493193380534649,"Explosion.1","Neutral","Somewhat Low","Lie","The picture shows a plane in the sky.","18",0
"2810",426,"Scene3",0.0478642731904984,"Explosion.1","Somewhat Positive","Moderately High","Lie","The gulf war has restarted and Kuwait has this time deployed offensive weaponry to defend itself instead of relying on the Americans ","15",0
"2811",427,"Scene3",0.0913763716816902,"Explosion.1","Very Positive","Very High","Tell the truth ","Plane flying away from an explosion. Plane looks fast, not the standard passenger carrier. ","11",0.0343361284425545
"2812",428,"Scene3",0.109974026679993,"Explosion.1","Neutral","Very Low","Tell the truth ","Expensive looking fighter plane in front of a big explosion","34",-0.0640797436810253
"2813",429,"Scene3",0.0837028622627258,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","There is a small plane with an explosion behind it. The plan is grey with the window open and is on the ground. There is a grassy area behind the plane, with the explosion behind this area. The explosion has colours of yellow, orange and black","16",-0.0602612633220436
"2814",430,"Scene3",0.0542943887412548,"Explosion.1","Very Negative","Moderately Low","Tell the truth ","A small flying object that is white in colour. A fierce fire has risen behind it","20",-0.0296828501624946
"2815",431,"Scene3",0.0948786288499832,"Explosion.1","Neutral","Neither low nor High","Tell the truth ","There is a small plane and behind there is a huge roaring fire/flame.","2",-0.0368188512518409
"2816",432,"Scene3",0.0876198634505272,"Explosion.1","Very Negative","Neither low nor High","Tell the truth "," A plane with an explosion happening behind it.","8",-0.0982465716040117
"2817",433,"Scene3",0.0856806635856628,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","I can see a small plane on a runway with a massive fire behind it.","20",-0.0512147078135259
"2818",434,"Scene3",0.0704922676086426,"Explosion.1","Moderately Negative","Somewhat High","Lie","A TUI passenger jet lands safely on an airport runway in a sunny country","21",0.131724892561885
"2819",435,"Scene3",0.0244983788579702,"Explosion.1","Somewhat Negative","Somewhat Low","Lie","A plant growing tomatoes is sat in a pot. The pot is dark blue with white zigzags. In the blurred background there is other greenery. ","13",-0.01871556659825
"2820",436,"Scene3",0.102917961776257,"Explosion.1","Somewhat Positive","Somewhat High","Tell the truth ","Small grey/blue plane on runaway with a large explosion behind.","13",-0.038405036726128
"2821",437,"Scene3",0.140848115086555,"Explosion.1","Very Negative","Moderately High","Tell the truth ","An image of a jet moving along a runway, a fiery explosion can be seen to take up the whole background of the photo. ","16",0.056269887050855
"2822",438,"Scene3",0.0842481851577759,"Explosion.1","Very Negative","Moderately High","Tell the truth ","There is a explosion right behind the plane on the flying field and the plane is getting rid of the disaster.","3",-0.0161643374305439
"2823",439,"Scene3",0.0395348072052002,"Explosion.1","Moderately Positive","Moderately High","Lie","A picture of James may in front of Lancaster Library posing with a bunch of students. ","17",0
"2824",440,"Scene3",0.0330492407083511,"Explosion.1","Somewhat Negative","Somewhat High","Lie","In this image there is a boy wearing a blue top running away from a wave of water that is coming towards him and is about to crash over him. ","9",0.0506490486075818
"2825",441,"Scene3",0.0685320049524307,"Explosion.1","Very Negative","Neither low nor High","Tell the truth ","There is a plane, and in the background there is some sort of explosion going on. This might be a sign of threat and danger.","0",0
"2826",442,"Scene3",0.0367599539458752,"Explosion.1","Moderately Negative","Somewhat Low","Lie","The view from an aeroplane window shows an array of wispy clouds below. Between them, a rural area can be seen. Several acres of well-kept land can be seen as well as a few hay bales.","11",-0.0209422725727686
"2827",443,"Scene3",0.114549018442631,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","A small sliver plane on a runway with a large explosion directly behind it. The explosion is orange and yellow.","25",-0.0225475346385988
"2828",444,"Scene3",0.104667656123638,"Explosion.1","Moderately Negative","Somewhat High","Tell the truth ","There is a small plane on a runway. Behind the plane there is a large explosion of fire. The sky is also cloudy. ","8",-0.0371987132904091
"2829",445,"Scene3",0.0314320996403694,"Explosion.1","Somewhat Negative","Very Low","Lie","A crushed snail ","30",-0.0224687547497837
"2830",446,"Scene3",0.0670643076300621,"Explosion.1","Moderately Negative","Very High","Lie","The image shows a volcano in eruption. The lava is falling down the side of the volcano and clouds of smoke and fire are in the sky. The sky behind the volcano is blue and you can't see the sun. ","4",-0.0655505131083468
"2831",447,"Scene3",0.0831979811191559,"Explosion.1","Moderately Negative","Somewhat Low","Tell the truth ","There is a white plane on the plane runway. There is an explosion behind it and the fire is burning strongly at the background.","12",0.00230881182771316
"2832",448,"Scene3",0.0822771266102791,"Explosion.1","Moderately Negative","Somewhat High","Tell the truth ","a jet moving away from an explosion","29",0
"2833",449,"Scene3",0.151036500930786,"Explosion.1","Neutral","Somewhat Low","Tell the truth ","a fighter jet in front of a large fire on the runway","33",0.0496753763688149
"2834",450,"Scene3",0.0293034687638283,"Explosion.1","Somewhat Negative","Somewhat High","Lie","It is a picture of a traffic jam on a busy motor way, cars stacked back as far as the eye can see all of different colours and makes. The ones closest to the foreground are a white honda and a blue ford. There are signs above the cars which give directions to the M25.","24",0.0072586816016281
"2835",451,"Scene3",0.0918717384338379,"Explosion.1","Somewhat Negative","Somewhat Low","Tell the truth ","A combat plane is landing. There is a big explosion behind the plane.","30",-0.0601755119097367
"2836",452,"Scene3",0.0986073613166809,"Explosion.1","Somewhat Negative","Moderately Low","Tell the truth ","There is an airplane on the runway with a fire explosion occurring in the background. Just behind the airplane there is a patch of grass. Yellow markings can be seen on the runway.","5",-0.0705748913020647
"2837",453,"Scene3",0.056531623005867,"Explosion.1","Moderately Negative","Moderately Low","Lie","An airplane flying high in the sky surrounded by clouds","14",0.0308968674009441
"2838",454,"Scene3",0.0926600694656372,"Explosion.1","Somewhat Negative","Neither low nor High","Tell the truth ","A plane on the tarmac with an explosion occurring behind it.","1",-0.0932602219247874
"2839",455,"Scene3",0.0991136133670807,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","A fighter jet drives along a runway leaving a colossal explosion in its wake.","3",0.0481838398813936
"2840",456,"Scene3",0.129482284188271,"Explosion.1","Somewhat Negative","Neither low nor High","Tell the truth ","There is a fighter jet in front of a ball of flames. It is on a runway next to grass. The jet is facing the camera.","2",0
"2841",457,"Scene3",0.0973376855254173,"Explosion.1","Very Negative","Moderately High","Tell the truth ","All three wheels down, a plane has landed on a runway. A huge explosion has erupted behind the plane, burning clouds of fire and smoke.","12",-0.0122381026172851
"2842",458,"Scene3",0.0825000777840614,"Explosion.1","Moderately Negative","Moderately High","Tell the truth ","What looks like a fighter jet with an explosion behind it as it looks to be setting off ","23",-0.0512345467229332
"2843",459,"Scene3",0.0792528539896011,"Explosion.1","Neutral","Neither low nor High","Tell the truth ","plane in front of what can be assumed as an explosion","21",0
"2844",460,"Scene3",0.0516896992921829,"Explosion.1","Moderately Negative","Moderately Low","Lie","Here is a disco light in a dark room. The colours are blue and purple. In the background, we can see a large speaker, the room is slightly smoky, the smoke is lit into moody colours by the strobe lighting.","10",0.0105731106572149
"2845",461,"Scene3",0.0629178956151009,"Explosion.1","Neutral","Somewhat High","Lie","A car on the road with huge flames behind the car","15",6.23876574776874e-18
"2846",462,"Scene3",0.0294732674956322,"Explosion.1","Moderately Negative","Moderately High","Lie","a t-rex wearing a lemon yellow tutu dancing with a cow in a field ","18",-0.0229633679606342
"2847",463,"Scene3",0.0941955372691154,"Explosion.1","Moderately Negative","Somewhat Low","Tell the truth ","An explosion behind a jet,","32",-0.0726242224837292
"2848",464,"Scene3",0.119360789656639,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","This shows a plan on a runway which may be trying to take off. The runway is tarmac with some grass behind it. Behind the plane there has been a massive explosion of fire and smoke which is bright orange and yellow. Behind the fire is a blue sky.","16",-0.0163944388646568
"2849",465,"Scene3",0.112773835659027,"Explosion.1","Moderately Negative","Somewhat Low","Tell the truth ","There is an aeroplane in front of a big cloud of fire. It looks like an explosion happened at the back. The picture shows a contrast of colours between the grass under the aeroplane, the fire, the sky and the road with yellow lines. ","5",0
"2850",466,"Scene3",0.0813191384077072,"Explosion.1","Somewhat Negative","Somewhat High","Tell the truth ","There is an aeroplane about to take off in front of a large explosion. ","14",0.0580895008605852
