"","no.","block","accuracy","image","description","verifications","Valence_mean","Arousal_mean","Order","SentimentScore"
"1124",4,"Object5",0.135327249765396,"Gargoyle.1","Er it's a gargoyle thing that looks slightly alien esq, just stone on a stone building yeah all biomechanical looking thing","Yes",3.901960784,3.742574257,"8",-0.0352892904938774
"1125",5,"Object5",0.0938820466399193,"Gargoyle.1","That picture appears to be the xenomorph from alien trying to escape from the church after it has looked after a Medusa:","Yes",3.901960784,3.742574257,"11",-0.102040816326531
"1126",6,"Object5",0.0998966321349144,"Gargoyle.1","I think it's a gargoyle I think its very unlike other things of its kind stone jutting out of a wall","Yes",3.901960784,3.742574257,"23",0.0285734443346973
"1127",7,"Object5",0.0727482959628105,"Gargoyle.1","the picture is of a gargoyle of a er lizard type thing","Yes",3.901960784,3.742574257,"8",0
"1128",8,"Object5",0.0800713747739792,"Gargoyle.1","It's a gargoyle I don't know how I can entirely describe that other than it's a gargoyle","No",3.901960784,3.742574257,"2",-0.0251652719247439
"1129",9,"Object5",0.074200451374054,"Gargoyle.1","There's a monster from about waist up emerging from some stone it's a stone monster also with pointy teeth and spikes","Yes",3.901960784,3.742574257,"33",0
"1130",10,"Object5",0.0624717175960541,"Gargoyle.1","A picture of a statue coming off a building","Yes",3.901960784,3.742574257,"32",0
"1131",11,"Object5",0.0496107265353203,"Gargoyle.1","Er a wooden statue","No",3.901960784,3.742574257,"16",0
"1132",12,"Object5",0.0340026952326298,"Gargoyle.1","Er this is of York minister from like bellow so you've got like the rose window erm in the middle kind of looking up at It and then you've got the rest of it and there's a couple up in front getting married or they've just had a wedding she's in a wedding dress and he's in a suit and there's a photographer and there's 2 people also taking photos that look like they've also been at the wedding","No",3.901960784,3.742574257,"33",0.0580375824371224
"1133",13,"Object5",0.100617535412312,"Gargoyle.1","Erm I think it's a gargoyle its got big teeth and claws","Yes",3.901960784,3.742574257,"28",0
"1134",14,"Object5",0.118900880217552,"Gargoyle.1","Its some sort of stone gargoyle esq feature piece on a wall sharp teeth and what looks like tubes going into its chest","Yes",3.901960784,3.742574257,"11",-0.0280706965691371
"1135",15,"Object5",0.0595835000276566,"Gargoyle.1","So I see some kind of sculpture some sort of mythical creature","Yes",3.901960784,3.742574257,"0",0.172661870503597
"1136",16,"Object5",0.0909270122647285,"Gargoyle.1","This is a  photo of a building zoomed in on sculpture and I can't remember the  name of it but it kinda looks like a monster","Yes",3.901960784,3.742574257,"10",0
"1137",17,"Object5",0.0889855176210403,"Gargoyle.1","Some kind of sculpture on the side of the building something with a breathing apparatuses sticking into the side of its chin","Yes",3.901960784,3.742574257,"20",0.185246443929871
"1138",18,"Object5",0.0524415075778961,"Gargoyle.1","What why okay I want to know where this is because it appears it brings me pleasure knowing that some architect has integrated that into a bridge I'm going to say something with an arch","Yes",3.901960784,3.742574257,"9",0.0465961566407466
"1139",19,"Object5",0.120115011930466,"Gargoyle.1","a xenomorph gargoyle ","Yes",3.901960784,3.742574257,"25",0
"1140",20,"Object5",0.0777942016720772,"Gargoyle.1","This is eer a statue a gargoyle of the alien","Yes",3.901960784,3.742574257,"30",-0.104408352668213
"1141",21,"Object5",0.0889796540141106,"Gargoyle.1","This picture is off a gargoyle that looks like some sort of sci-fi monster","Yes",3.901960784,3.742574257,"27",0
"1142",22,"Object5",0.0797176212072372,"Gargoyle.1","It is a stone sculpture of an alien hanging from the side of a building","Yes",3.901960784,3.742574257,"7",-0.0348703983527888
"1143",23,"Object5",0.120149947702885,"Gargoyle.1","It is a xenomorph from aliens coming out of  a building as a gargoyle awesome","Yes",3.901960784,3.742574257,"14",0.124196970481041
"1144",24,"Object5",0.0815339609980583,"Gargoyle.1"," It's a creepy gargoyle","Yes",3.901960784,3.742574257,"2",-0.152653259025927
"1145",25,"Object5",0.0943702459335327,"Gargoyle.1","a strange reptile creature coming out from what looks like  the church wall or Stonewall maybe a lizard or a mystical creature of some sort","Yes",3.901960784,3.742574257,"19",-0.0081248475247695
"1146",26,"Object5",0.0482418835163116,"Gargoyle.1","That thing looks like some  alien from Alien","Yes",3.901960784,3.742574257,"22",-0.0719424460431655
"1147",27,"Object5",0.0809155479073524,"Gargoyle.1","This is a picture of a gargoyle","Yes",3.901960784,3.742574257,"32",0
"1148",28,"Object5",0.107453994452953,"Gargoyle.1","This is a sort of stone work thing with some scary looking teeth","Yes",3.901960784,3.742574257,"1",-0.18957345971564
"1149",29,"Object5",0.0672493502497673,"Gargoyle.1","Ah laughs is it supposed to be a gargoyle under water or something that looks like to be a oxygen tank at the back weird really weird","No",3.901960784,3.742574257,"26",-0.0304941965732147
"1150",30,"Object5",0.106898598372936,"Gargoyle.1","A gargoyle from like the side of a church or an old building","Yes",3.901960784,3.742574257,"16",0.0391237521541352
"1151",31,"Object5",0.0712250843644142,"Gargoyle.1","This is a picture of er like a gobbler statue type of thing its coming out of a wall and it looks like the predator the guy from the movie don't know how to describe it really","Yes",3.901960784,3.742574257,"24",0.10967250571211
"1152",32,"Object5",0.0838865116238594,"Gargoyle.1","K I'm seeing kind of a gargoyle it looks a bit like the alien erm you know the film","Yes",3.901960784,3.742574257,"2",0.0204379562043796
"1153",33,"Object5",0.0760778412222862,"Gargoyle.1","In this image I see a rock formation a rock type of structure or statue what I believe to be  the alien from predator  or it  looks very similar to it if its not very sharp teeth towards the front as well as a very  grey and stone  like structure","Yes",3.901960784,3.742574257,"0",-0.0178243258002313
"1154",34,"Object5",0.1037203297019,"Gargoyle.1","This is a kind of gargoyle or something on a bridge it looks like a monster and it's a bit weird made out of stone","Yes",3.901960784,3.742574257,"28",0.00618444717253154
"1155",35,"Object5",0.0706091150641441,"Gargoyle.1","Is that I see a sculpture that seem to be from an old movie of aliens its part of a building sculpture  ","Yes",3.901960784,3.742574257,"28",0.013891645167692
"1156",36,"Object5",0.0389022566378117,"Gargoyle.1","A statue","Yes",3.901960784,3.742574257,"33",0
"1157",37,"Object5",0.109521977603436,"Gargoyle.1","there's a picture of a gargoyle which has been when the church was  restored has been done in the style of alien I'm pretty sure this was also the one where they had various other designs as well there is yellow lichen on the church it appears to be grey stone the stone in the background looks more weathered then the foreground stone","Yes",3.901960784,3.742574257,"22",0.0210160627819916
"1158",38,"Object5",0.0159068815410137,"Gargoyle.1","Its race cars on a track","No",3.901960784,3.742574257,"14",0
"1159",39,"Object5",0.095919206738472,"Gargoyle.1","An alien gargoyle","Yes",3.901960784,3.742574257,"19",-0.333333333333333
"1160",40,"Object5",0.0626158341765404,"Gargoyle.1","Some kind of statue a bit futuristic claws animalistic mechanical","Yes",3.901960784,3.742574257,"2",0.0947766292867306
"1161",1,"Person4",0.0465101599693298,"Surgery.4","Erm it's a doctors surgery lots of blue in the background","Yes",3.485148515,3.893203883,"30",0
"1162",2,"Person4",0.0934585481882095,"Surgery.4","Surgery going on in an operating theatre ","Yes",3.485148515,3.893203883,"16",0
"1163",3,"Person4",0.024886267259717,"Surgery.4","Hear we can see an operating  theatre erm it's got a doctor what looks to be 3 nurses although the 2 in the right could be family members because that doesn't look like nurses uniforms and one patient who is lying mostly obscured by blue bits of paper towel or a white sheet the bed- or everything is blue the colour scheme looks very NHSy and its got the type of lights you get in the  dentist erm presumably the Doctor Surgeon person knows what he is doing there's some white racking off to the left of the photo","Yes",3.485148515,3.893203883,"29",0.0337412562499716
"1164",4,"Person4",0.0898552164435387,"Surgery.4","Er its got a surgery room with doctors , er and er a couple of people on the person that's doing the surgery underneath the lights and there's a couple more people in the background er some (racks) around","Yes",3.485148515,3.893203883,"11",0.0705785809877547
"1165",5,"Person4",0.0490679927170277,"Surgery.4","That is a operation it appears to be on the head","Yes",3.485148515,3.893203883,"7",0
"1166",6,"Person4",0.0852396935224533,"Surgery.4","It's a group of medical people performing some kind of surgery in an operating theatre can't tell what type of surgery though  ","Yes",3.485148515,3.893203883,"16",0.0380979257795964
"1167",7,"Person4",0.0871812552213669,"Surgery.4","the picture is a medical room with a patient undergoing an operation","Yes",3.485148515,3.893203883,"16",0
"1168",8,"Person4",0.105010882019997,"Surgery.4","Hospital, its an operating theatre during an operation","Yes",3.485148515,3.893203883,"14",0
"1169",9,"Person4",0.0828093588352203,"Surgery.4","It's a surgery other than the patient those 4 people in the room","Yes",3.485148515,3.893203883,"19",-0.021278607906185
"1170",10,"Person4",0.1051364839077,"Surgery.4","Picture of an operating theatre people operating on a man","Yes",3.485148515,3.893203883,"15",0
"1171",11,"Person4",0.0576598532497883,"Surgery.4","somebody having an operation um lying on the operating table  ","Yes",3.485148515,3.893203883,"32",0
"1172",12,"Person4",0.0351491570472717,"Surgery.4","Erm this one is off like a  surgery erm maybe like a brain surgery I think you can't really tell there's 2 lights and the bed and there's 2 people working on the person under anaesthetic and the 2 people in the background who might have just clocked out or something there's some trays in the background as well the floors are blue and the walls are blue everything is very blue","Yes",3.485148515,3.893203883,"20",0.00800518378443068
"1173",13,"Person4",0.0712116956710815,"Surgery.4","Um its like a the surgery with nurses and doctors performing surgery on somebody","Yes",3.485148515,3.893203883,"3",0
"1174",14,"Person4",0.078448124229908,"Surgery.4","It's a series of doctors huddled around an operating table","Yes",3.485148515,3.893203883,"30",0
"1175",15,"Person4",0.0944260954856873,"Surgery.4","This photo is of some sort of surgery happening and it shows 2 surgeons working on a patient","Yes",3.485148515,3.893203883,"28",0
"1176",16,"Person4",0.0850641280412674,"Surgery.4","This is a photo of probably an OR a patient is on the table with probably 2 nurses around the person and 2 people also in the background there's lots of light and blue colours","Yes",3.485148515,3.893203883,"31",0.0303445369297229
"1177",17,"Person4",0.100775308907032,"Surgery.4","An operating theatre with someone being operated upon","Yes",3.485148515,3.893203883,"23",0
"1178",18,"Person4",0.0657607018947601,"Surgery.4","Ohh doing some form of upper torso surgery or extreme nah its definitely not dentistry or that I've got no idea what's going on here Id want some one to tell me but I wouldn't want to see it going on live","Yes",3.485148515,3.893203883,"31",0.000264750890004242
"1179",19,"Person4",0.105788499116898,"Surgery.4","Operating theatre in use","Yes",3.485148515,3.893203883,"3",0
"1180",20,"Person4",0.0583912506699562,"Surgery.4","And then  we have a surgeon performing surgery on just a guys head doesn't matter just a chap","Yes",3.485148515,3.893203883,"6",0
"1181",21,"Person4",0.0946828573942184,"Surgery.4","This picture is of an operating theatre where surgery is occurring","Yes",3.485148515,3.893203883,"8",0
"1182",22,"Person4",0.084743395447731,"Surgery.4","The picture is of someone receiving surgery, there are 2 surgeons present and 2 others","Yes",3.485148515,3.893203883,"10",0
"1183",23,"Person4",0.0660673528909683,"Surgery.4","It it its it's a surgery","Yes",3.485148515,3.893203883,"5",0
"1184",24,"Person4",0.0628487914800644,"Surgery.4"," Surgery ","Yes",3.485148515,3.893203883,"21",0
"1185",25,"Person4",0.118363581597805,"Surgery.4","This is an operating theatre and so there's 2 doctors who look like their working on operating on a patient and there's other people  in the background as well who  may be doing other  medical jobs","Yes",3.485148515,3.893203883,"32",-0.0135414125412825
"1186",26,"Person4",0.0645857155323029,"Surgery.4","operation room  table  ","Yes",3.485148515,3.893203883,"14",0
"1187",27,"Person4",0.0910589024424553,"Surgery.4","Its an operating theatre with 6 people within it","Yes",3.485148515,3.893203883,"5",0
"1188",28,"Person4",0.0675837993621826,"Surgery.4","That is some one in an operating room","Yes",3.485148515,3.893203883,"23",0
"1189",29,"Person4",0.0246067512780428,"Surgery.4","Oh disturbing disturbing","Yes",3.485148515,3.893203883,"28",-0.045741294859822
"1190",30,"Person4",0.0765720829367638,"Surgery.4","There's a person having surgery with 2 doctors doing the surgery","Yes",3.485148515,3.893203883,"25",0
"1191",31,"Person4",0.0762985870242119,"Surgery.4","this is a picture of some sort of er medical surgery your in the  surgery room and you can see something is going on","Yes",3.485148515,3.893203883,"10",0
"1192",32,"Person4",0.0253410339355469,"Surgery.4","Ok looking at a kinda a cafeteria scene in a school or high school cafeteria or something lot of kids","No",3.485148515,3.893203883,"22",0.0385401459854015
"1193",33,"Person4",0.0836304426193237,"Surgery.4","I see a form of Surgery where there is 4 people in the room two of them focused on taking or doing the surgery on the other person on the seat  lying down","Yes",3.485148515,3.893203883,"31",-0.0374693240084914
"1194",34,"Person4",0.0480686835944653,"Surgery.4","I see a patient in the hospital who is holding he's mothers or probably a relatives hand and he may have received bad news because he's not looking happy","No",3.485148515,3.893203883,"14",0.00618444717253155
"1195",35,"Person4",0.0721737071871758,"Surgery.4","It's a picture of somebody having an operation","Yes",3.485148515,3.893203883,"32",0
"1196",36,"Person4",0.0638731047511101,"Surgery.4","An operation","Yes",3.485148515,3.893203883,"34",0
"1197",37,"Person4",0.0875072553753853,"Surgery.4","there is a surgeons operating theatre there is  it's blue room there 4 people in it 2 of all of which which are wearing like hair nets but one of which is green and the other is flowery","Yes",3.485148515,3.893203883,"25",-0.0220774800942134
"1198",38,"Person4",0.0964782312512398,"Surgery.4","Picture of an operating theatre with some doctors in","Yes",3.485148515,3.893203883,"33",0
"1199",39,"Person4",0.0240750964730978,"Surgery.4","A man throwing a ball","No",3.485148515,3.893203883,"30",0
"1200",40,"Person4",0.0614876486361027,"Surgery.4","A hospital word with midwives and pregnant ladies about","No",3.485148515,3.893203883,"22",0.0526536829370726
"1201",1,"Animal9",0.0686178356409073,"Cat.5","it's a two headed cat both the heads on 1 cat its what I see","Yes",6.215686275,4.861386139,"31",0
"1202",2,"Animal9",0.0806620866060257,"Cat.5","3 kittens","No",6.215686275,4.861386139,"14",0
"1203",3,"Animal9",0.024978494271636,"Cat.5","And here we can see 2 really really sweet adorable kittens erm which are lovely erm one of them erm the 1 on the left has its eyes one the 1 on the right has its eyes shut they appear to be either just waking up from or just about to have a nap in a lovely purple towel they look very sweet if I wasn't allergic to cats I'd like one of them or possibly both they've got very pink noses and going out from that they've got white and they've got reddish bits towards the eyes and on top they've got black hair they look vaguely like they could be twins","Yes",6.215686275,4.861386139,"10",0.0483235977656598
"1204",4,"Animal9",0.138764515519142,"Cat.5","Aww couple more cats just tiny kittens in a purple blanket just sat their cute and  aww yeah","Yes",6.215686275,4.861386139,"23",0.045170291832163
"1205",5,"Animal9",0.0332254320383072,"Cat.5","This is a picture of a bear: cub","No",6.215686275,4.861386139,"30",0
"1206",6,"Animal9",0.116361759603024,"Cat.5","aww its some kittens there in a little blanket there very very cute","Yes",6.215686275,4.861386139,"6",0.032277409341047
"1207",7,"Animal9",0.130148991942406,"Cat.5","Er the picture is of 2 very cute looking kittens all snuggled in towels.","Yes",6.215686275,4.861386139,"35",0.12386101553934
"1208",8,"Animal9",0.128712356090546,"Cat.5","so 2, 2  do kittens wrapped up in a blanket 1 of them  seems to be asleep","Yes",6.215686275,4.861386139,"5",0
"1209",9,"Animal9",0.130750864744186,"Cat.5","2 sleepy kittens all curled up","Yes",6.215686275,4.861386139,"12",0
"1210",10,"Animal9",0.0935189723968506,"Cat.5","It's a picture of 2 kittens","Yes",6.215686275,4.861386139,"13",0
"1211",11,"Animal9",0.0587385222315788,"Cat.5","A picture of 2 puppies","No",6.215686275,4.861386139,"22",0
"1212",12,"Animal9",0.107662126421928,"Cat.5","This ones 2 little kittens in a purple towel like wrapped in a purple towel there like a tortoise they've got white effaces erm and like brown and black on the rest of the face","Yes",6.215686275,4.861386139,"26",-0.0189011283799058
"1213",13,"Animal9",0.13174594938755,"Cat.5","There's 2 kittens cuddled up next to each other in a purple towel","Yes",6.215686275,4.861386139,"31",-0.029840848806366
"1214",14,"Animal9",0.12067174166441,"Cat.5","Its 2 baby kittens wrapped in a towel of some sort","Yes",6.215686275,4.861386139,"26",0
"1215",15,"Animal9",0.154497638344765,"Cat.5","This is a photo of 2 kittens wrapped in a blanket and they look like they are really quite young","Yes",6.215686275,4.861386139,"33",0.0431654676258993
"1216",16,"Animal9",0.131749987602234,"Cat.5"," this is a photo of two little kitten snuggled under a blanket or a rug not sure","Yes",6.215686275,4.861386139,"4",-0.0331893372668844
"1217",17,"Animal9",0.138501897454262,"Cat.5","2 very young kittens in a towel","Yes",6.215686275,4.861386139,"10",0.0401367295181387
"1218",18,"Animal9",0.0513039454817772,"Cat.5","Puppies are a pretty darn cute because its like a week before they can open their eyes they've got to like  smell their way around but even like dogs 70% like when they get old they live almost entirely off smell","No",6.215686275,4.861386139,"17",0.0153202515015788
"1219",19,"Animal9",0.0598558895289898,"Cat.5","2 puppies","No",6.215686275,4.861386139,"5",0
"1220",20,"Animal9",0.126543268561363,"Cat.5","This image is of 2 kittens in a blanket","Yes",6.215686275,4.861386139,"31",0
"1221",21,"Animal9",0.14698152244091,"Cat.5","This is a picture of 2 kittens wrapped in a towel they feel very cute","Yes",6.215686275,4.861386139,"34",0.193571259749468
"1222",22,"Animal9",0.120160810649395,"Cat.5","The picture is of 2 cats on a purple blanket, they look like just kittens and they don't look happy.","Yes",6.215686275,4.861386139,"33",0.111585274728924
"1223",23,"Animal9",0.0845630615949631,"Cat.5","It's the cultist thing I've ever seen its 2 kittens and there in a blanket and there being cute and there snuggled and the blanket is blue and there like got grey heads and little noses and oh","Yes",6.215686275,4.861386139,"4",0.00815042618781835
"1224",24,"Animal9",0.128441110253334,"Cat.5"," 2 kittens wrapped in a purple towel ","Yes",6.215686275,4.861386139,"19",0
"1225",25,"Animal9",0.0953101962804794,"Cat.5","two puppies wrapped in a blanket","No",6.215686275,4.861386139,"7",0
"1226",26,"Animal9",0.056934766471386,"Cat.5","2 cute puppies","No",6.215686275,4.861386139,"17",0.143884892086331
"1227",27,"Animal9",0.0341064259409904,"Cat.5","It's a picture of a small tortoise","No",6.215686275,4.861386139,"14",-0.0725890079502247
"1228",28,"Animal9",0.045404277741909,"Cat.5","Those are some puppies","No",6.215686275,4.861386139,"13",0
"1229",29,"Animal9",0.0523109510540962,"Cat.5","So cute so cute","Yes",6.215686275,4.861386139,"0",0.045741294859822
"1230",30,"Animal9",0.0439218208193779,"Cat.5","Theirs a  Little Koala sitting in a towel","No",6.215686275,4.861386139,"24",-0.0733570352890034
"1231",31,"Animal9",0.151628166437149,"Cat.5","This is a picture of 2 kittens there's on a towel all cosy like a purple sheet","Yes",6.215686275,4.861386139,"33",0
"1232",32,"Animal9",0.0243601053953171,"Cat.5","Ok I'm looking at a picture of what looks like er a big electric motor the things that you'd find at what looks like a power plant","No",6.215686275,4.861386139,"35",0.0291970802919708
"1233",33,"Animal9",0.0291559770703316,"Cat.5","Here I see a  kinda a  Ferris wheel where there is quite a few people kinda in a queue trying to get on it and a few others sitting on it I don't quite recognize the Ferris wheel is not like the London Eye or anything specific that I would know of but it just looks like a casual funfair type of thing and its set in the day as well and the line looks very long","No",6.215686275,4.861386139,"7",-0.0515518541011878
"1234",34,"Animal9",0.0386337712407112,"Cat.5","Erm I see 2 little dogs that are looking at each other","No",6.215686275,4.861386139,"1",-0.0193263974141611
"1235",35,"Animal9",0.0731551498174667,"Cat.5","I see 2 little kittens","Yes",6.215686275,4.861386139,"20",-0.0260468346894225
"1236",36,"Animal9",0.0272538438439369,"Cat.5","This is a dog","No",6.215686275,4.861386139,"3",0
"1237",37,"Animal9",0.0245911478996277,"Cat.5","there's a picture of a table or chair the background is orangey yellow and there is a green apple sitting on the on the table and a unfished  plate of food","No",6.215686275,4.861386139,"24",-0.0203792123946585
"1238",38,"Animal9",0.127975344657898,"Cat.5","2 kittens wrapped in a towel","Yes",6.215686275,4.861386139,"5",0
"1239",39,"Animal9",0.114554569125175,"Cat.5","2 kittens snuggling","Yes",6.215686275,4.861386139,"12",0
"1240",40,"Animal9",0.102284848690033,"Cat.5","Aww 2 cute kittens","Yes",6.215686275,4.861386139,"3",0.0631844195244871
"1241",1,"Scene1",0.063741497695446,"Car.crash.1","It's a van that has been rolled over and has been in a car crash","No",1.852941176,4.554455446,"32",0
"1242",2,"Scene1",0.0709119886159897,"Car.crash.1","A crashed car","Yes",1.852941176,4.554455446,"31",0
"1243",3,"Scene1",0.028497476130724,"Car.crash.1","Here we can see that the remains of a car that has been crashed the bonnet should be covering the engine as apposed to displaced to one side the wind screen is a ruin the car is grey its on a road with a dull yellow line down the middle dashed white lines down the middle of the road the background there is green grass with some coniferous stuff behind the grass there's no one visible in the car which is good so it looks like they actually  got out   cus whatever they done to their vehicle its nasty difficult to tell what type of car it was I'm going to go for the new Volkswagen beetle type thing cus as seen 1 in that colour before but the distinguishable features are a mess","Yes",1.852941176,4.554455446,"18",-0.0357948248762233
"1244",4,"Scene1",0.030573895201087,"Car.crash.1","Er it a urm a few drinks of coke or something similar to that sat on the table er yeah a few of them","Yes",1.852941176,4.554455446,"10",-0.0188209549300679
"1245",5,"Scene1",0.0510884039103985,"Car.crash.1","That is somebody driving along the road","No",1.852941176,4.554455446,"13",0
"1246",6,"Scene1",0.0681726709008217,"Car.crash.1","This looks to be the aftermath of an accident with a car the cars blue and the road behind it seems pretty clear so it happened off of the camera frame","No",1.852941176,4.554455446,"18",-0.00158741357414985
"1247",7,"Scene1",0.0709712877869606,"Car.crash.1","The  picture is of a car that has crashed with a rather destroyed front section  ","Yes",1.852941176,4.554455446,"15",0
"1248",8,"Scene1",0.066365011036396,"Car.crash.1","A car pulled up on the side of the road no sign of the driver cars, in good nick","No",1.852941176,4.554455446,"12",0.281851045557131
"1249",9,"Scene1",0.0672674626111984,"Car.crash.1","It's a car with a very smashed bonnet on the side of a road","Yes",1.852941176,4.554455446,"25",0.034045772649896
"1250",10,"Scene1",0.0720830485224724,"Car.crash.1","Picture of a car that's crashed","Yes",1.852941176,4.554455446,"20",0
"1251",11,"Scene1",0.0750435441732407,"Car.crash.1","Car that has been in a car accident with the Bonnet all smashed up.","Yes",1.852941176,4.554455446,"31",0
"1252",12,"Scene1",0.0769399926066399,"Car.crash.1","Erm this is a car crash it looks like its raining the roads quite wet and you can see the rain in the photo the bonnets very much smashed up it looks like there's some sort of roof rack on the car with er like a sun roof as well","Yes",1.852941176,4.554455446,"32",0.0128082940550891
"1253",13,"Scene1",0.0443059392273426,"Car.crash.1","It's a roundabout with cars going round it and traffic lights","No",1.852941176,4.554455446,"17",-0.0954907161803714
"1254",14,"Scene1",0.0736983194947243,"Car.crash.1","It's a car after somethings hit into the front of it its quite badly damaged","Yes",1.852941176,4.554455446,"25",-0.157195900787168
"1255",15,"Scene1",0.0881896987557411,"Car.crash.1","This is a photo of a car accident and it shows that the front of the car the front part of the car is all damaged form some crash","Yes",1.852941176,4.554455446,"32",0
"1256",16,"Scene1",0.0924575626850128,"Car.crash.1"," this photo shows a car crash and there's no passengers in the car but the front looks really totalled and it looks like it's raining","Yes",1.852941176,4.554455446,"24",0.0303445369297229
"1257",17,"Scene1",0.0780526697635651,"Car.crash.1","A car that has been in a collision of some description","Yes",1.852941176,4.554455446,"26",0
"1258",18,"Scene1",0.0572443604469299,"Car.crash.1","I mean yeah lorry crashes are pretty bad we where on are way to a tournament when we saw like a horse carriage no not a horse carriage but the trailers they keep horses in we were on are way to an archery tournament when we saw one flip off the side of the motorway it was very surprising","No",1.852941176,4.554455446,"34",0.00343646655225506
"1259",19,"Scene1",0.0776153951883316,"Car.crash.1","Crashed car on the side of the road ","Yes",1.852941176,4.554455446,"6",0
"1260",20,"Scene1",0.0806069746613503,"Car.crash.1","this images of a car which has been  in a crash in the rain","Yes",1.852941176,4.554455446,"15",0
"1261",21,"Scene1",0.0705305114388466,"Car.crash.1","This picture is of a car wreck where the front is really crumpled up","Yes",1.852941176,4.554455446,"6",0.059560387615221
"1262",22,"Scene1",0.0283035524189472,"Car.crash.1","It looks like a tree with a um with the bark of the tree showing through some of the leaves.","No",1.852941176,4.554455446,"2",0
"1263",23,"Scene1",0.0764330700039864,"Car.crash.1","It is a mangled mess on the front of a car I'd tell you what type of car but it is too mangled","Yes",1.852941176,4.554455446,"13",-0.0217344698341823
"1264",24,"Scene1",0.0633787959814072,"Car.crash.1","A car crash","Yes",1.852941176,4.554455446,"35",0
"1265",25,"Scene1",0.0830194130539894,"Car.crash.1","A car that's got its bonnet and  front section all smashed up  from a crash or accident of some sort","Yes",1.852941176,4.554455446,"14",0
"1266",26,"Scene1",0.028316980227828,"Car.crash.1","an umbrella","No",1.852941176,4.554455446,"3",0
"1267",27,"Scene1",0.064715750515461,"Car.crash.1","A picture of the result of what presumable is a car crash","Yes",1.852941176,4.554455446,"16",0
"1268",28,"Scene1",0.066991925239563,"Car.crash.1","That is a car that has been in a crash","Yes",1.852941176,4.554455446,"30",0
"1269",29,"Scene1",0.0295517910271883,"Car.crash.1","Ah scary oh","Yes",1.852941176,4.554455446,"12",-0.045741294859822
"1270",30,"Scene1",0.0537795387208462,"Car.crash.1","Its like the  aftermath of a car crash so a very beaten up","Yes",1.852941176,4.554455446,"12",0.0782475043082703
"1271",31,"Scene1",0.0734933316707611,"Car.crash.1","This is a car that has been in an accident as the fronts all smashed","Yes",1.852941176,4.554455446,"13",0
"1272",32,"Scene1",0.0256976522505283,"Car.crash.1","okay so I'm seeing a bowl of fruit on a table and the fruit is kind of going off in a few cases","No",1.852941176,4.554455446,"8",0.035036496350365
"1273",33,"Scene1",0.033536784350872,"Car.crash.1","In this one I see a plane that looks to be upside down and I don't know if it's crashed or not but it's looks to have done a full 180 I don't know if that the right term not sure but it looks to be upside down lying  on the grass it doesn't look to be to damaged but it is inverted in terms of the background just on grass not really  anything else to the image","No",1.852941176,4.554455446,"20",-0.00113061609455137
"1274",34,"Scene1",0.0782856792211533,"Car.crash.1","Here you can see a car crash and kind of the result of a car that completely smashes and on a rainy street","Yes",1.852941176,4.554455446,"32",0.0432911302077208
"1275",35,"Scene1",0.0359142832458019,"Car.crash.1","I see a person biking on the side of the street","No",1.852941176,4.554455446,"29",0
"1276",36,"Scene1",0.0584630034863949,"Car.crash.1","Car crash","Yes",1.852941176,4.554455446,"30",0
"1277",37,"Scene1",0.0888520032167435,"Car.crash.1","there is a picture of what looks like a  silver car on what looks like a wet motorway it has had its front smashed in maybe something from the top  so you can see all of the engine and the bonnet has crumpled its been in a car accident","Yes",1.852941176,4.554455446,"31",0.0407584247893171
"1278",38,"Scene1",0.0178865976631641,"Car.crash.1","It's a dog on a walk","No",1.852941176,4.554455446,"18",0
"1279",39,"Scene1",0.0642274469137192,"Car.crash.1","A car crash","Yes",1.852941176,4.554455446,"29",0
"1280",40,"Scene1",0.0901185050606728,"Car.crash.1","A car crash vehicle properly destroyed by a car crash wet weather as well","Yes",1.852941176,4.554455446,"17",-0.00789805244056089
"1281",1,"Object2",0.0684817805886269,"Plane.crash.4","It's a plane that's crashed now what is it with these crashes oh disasters ","Yes",2.04950495,4.106796117,"33",0
"1282",2,"Object2",0.0881654918193817,"Plane.crash.4","A crashed plane","Yes",2.04950495,4.106796117,"22",0
"1283",3,"Object2",0.0251368917524815,"Plane.crash.4","here we can see someone whose had a quite a serious boating accident there boat is upside down its also not in the water which is wrong  here we can see that they've managed to flip their boat onto the key side I'm not quite sure how because boat don't really go that quick , maybe its out of the water for maintenance or though by the fact that the top is all sort of crumpled this looks like some sort of incident although its not really wet erm it looks like quite a dry day and then you can see the edge of the key side as towards the left you've got a metal ladle with the u shaped top bits and lobster pots which are piled back so maybe the boats been dropped by some sort of crane there are no people in the image and it's a grey flagstone key side thing the ladder oh oh also along with the ladder there's the post you get the wooden post with what looks to be the little rubbery bits that are attached to them so the boats can more up against the key side and then you've also got those t pieces for ropes erm oh can't remember what there're called now erm oh bottom left there is just the edged of a drain cover manhole cover thing it's a square one erm oh and it's a grey day and I'm going to go with this is a British key side and low and behold there is a sea gull as well in the nice grey sky so yeah this is probably Britain","No",2.04950495,4.106796117,"31",0.0181575329601893
"1284",4,"Object2",0.10143506526947,"Plane.crash.4","Er it looks like a crashed propeller wing er yep yep crashed propeller air plane upside down er Gray scale some trees nearest ones missing some leaves some extra broken bits of wood near the front","Yes",2.04950495,4.106796117,"30",-0.0185072723479001
